# ks-value      p-value 
0.551156030509 0.921651042301 
0.551156030509 0.402921817898 
0.449278371194 0.461452572247 
0.449278371194 0.294887685854 
0.449278371194 0.195425498067 
0.449278371194 0.126515933774 
0.501863610034 0.037243829686 
0.555435038605 0.007522883733 
0.597101705272 0.001355451151 
0.630435038605 0.000223044691 
0.657707765878 0.000034086184 
0.680435038605 0.000004897605 
0.699665807836 0.000000667795 
0.716149324319 0.000000087033 
0.730435038605 0.000000010904 
0.742935038605 0.000000001319 
0.753964450370 0.000000000155 
0.763768371938 0.000000000018 
0.719908722815 0.000000000165 
0.680435038605 0.000000001038 
0.644720752891 0.000000004898 
0.635240994698 0.000000003816 
0.641169848453 0.000000000993 
0.646604631061 0.000000000257 
0.651604631061 0.000000000066 
0.656220015677 0.000000000017 
0.660493519950 0.000000000004 
0.664461773918 0.000000000001 
0.668156355199 0.000000000000 
0.671604631061 0.000000000000 
0.655826948614 0.000000000000 
0.658851142162 0.000000000000 
0.661692051253 0.000000000000 
0.664365848044 0.000000000000 
0.666886856448 0.000000000000 
0.669267808829 0.000000000000 
0.671520061081 0.000000000000 
0.673653773741 0.000000000000 
0.675678065239 0.000000000000 
0.677601142162 0.000000000000 
0.655040166552 0.000000000000 
0.633553523114 0.000000000000 
0.613066258441 0.000000000000 
0.593510233071 0.000000000000 
0.574823364384 0.000000000000 
0.556948968249 0.000000000000 
0.539835184715 0.000000000000 
0.523434475495 0.000000000001 
0.507703182978 0.000000000003 
0.492601142162 0.000000000010 
0.478091338241 0.000000000031 
0.464139603701 0.000000000088 
0.450714349709 0.000000000240 
0.437786327347 0.000000000618 
0.425328414889 0.000000001520 
0.413315427876 0.000000003583 
0.419267808829 0.000000001353 
0.425014935266 0.000000000506 
0.430567243857 0.000000000187 
0.435934475495 0.000000000069 
0.441125732326 0.000000000025 
0.446149529259 0.000000000009 
0.435140824702 0.000000000023 
0.424476142162 0.000000000056 
0.414139603701 0.000000000132 
0.404116293677 0.000000000300 
0.394392186938 0.000000000661 
0.384954083339 0.000000001411 
0.375789547959 0.000000002923 
0.366886856448 0.000000005891 
0.372319452021 0.000000002421 
0.377601142162 0.000000000985 
0.382738128463 0.000000000397 
0.387736277297 0.000000000159 
0.392601142162 0.000000000063 
0.384180089531 0.000000000133 
0.375977765539 0.000000000276 
0.367985757547 0.000000000557 
0.360196078871 0.000000001098 
0.352601142162 0.000000002117 
0.345193734755 0.000000003993 
0.337966995821 0.000000007376 
0.330914395174 0.000000013361 
0.324029713591 0.000000023748 
0.329071730397 0.000000010606 
0.333996490999 0.000000004691 
0.338808038714 0.000000002055 
0.343510233071 0.000000000892 
0.348106760140 0.000000000384 
0.352601142162 0.000000000164 
0.356996746558 0.000000000069 
0.361296794336 0.000000000029 
0.365504367969 0.000000000012 
0.369622418758 0.000000000005 
0.373653773741 0.000000000002 
0.377601142162 0.000000000001 
0.381467121544 0.000000000000 
0.385254203387 0.000000000000 
0.388964778526 0.000000000000 
0.392601142162 0.000000000000 
0.396165498598 0.000000000000 
0.399659965692 0.000000000000 
0.403086579055 0.000000000000 
0.396831911393 0.000000000000 
0.390696380257 0.000000000000 
0.384676613860 0.000000000000 
0.378769366461 0.000000000000 
0.372971512532 0.000000000000 
0.367280041245 0.000000000000 
0.370782960344 0.000000000000 
0.374222763784 0.000000000000 
0.377601142162 0.000000000000 
0.372070168711 0.000000000000 
0.366636229881 0.000000000000 
0.361296794336 0.000000000000 
0.356049418024 0.000000000000 
0.350891740453 0.000000000000 
0.345821481145 0.000000000000 
0.340836436280 0.000000000001 
0.335934475495 0.000000000001 
0.331113538856 0.000000000003 
0.326371633965 0.000000000005 
0.321706833219 0.000000000008 
0.317117271194 0.000000000014 
0.312601142162 0.000000000024 
0.308156697718 0.000000000040 
0.303782244524 0.000000000068 
0.299476142162 0.000000000112 
0.295236801077 0.000000000184 
0.291062680624 0.000000000300 
0.286952287200 0.000000000483 
0.282904172465 0.000000000770 
0.278916931636 0.000000001216 
0.274989201864 0.000000001902 
0.271119660681 0.000000002949 
0.267307024515 0.000000004532 
0.270849317345 0.000000002280 
0.274340272597 0.000000001138 
0.270586753673 0.000000001763 
0.266886856448 0.000000002706 
0.263239440034 0.000000004119 
0.259643395683 0.000000006218 
0.263090652652 0.000000003181 
0.259545586607 0.000000004801 
0.256049418024 0.000000007190 
0.252601142162 0.000000010685 
0.249199781618 0.000000015761 
0.245844385405 0.000000023078 
0.242534028068 0.000000033552 
0.239267808829 0.000000048438 
0.236044850771 0.000000069451 
0.232864300057 0.000000098914 
0.229725325169 0.000000139957 
0.233120622682 0.000000076464 
0.236472109904 0.000000041462 
0.239780629342 0.000000022316 
0.236677575283 0.000000032034 
0.239942914314 0.000000017236 
0.243167179898 0.000000009207 
